name,owner,language,stargazers_count,forks_count,html_url,open_issues_count,watchers_count,created_at,updated_at,license,homepage
freeCodeCamp,freeCodeCamp,TypeScript,421848,40596,https://github.com/freeCodeCamp/freeCodeCamp,311,421848,2014-12-24T17:49:19Z,2025-07-01T08:11:54Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://contribute.freecodecamp.org
build-your-own-x,codecrafters-io,Markdown,392920,36573,https://github.com/codecrafters-io/build-your-own-x,394,392920,2018-05-09T12:03:18Z,2025-07-01T08:11:42Z,,https://codecrafters.io
awesome,sindresorhus,,376573,30122,https://github.com/sindresorhus/awesome,42,376573,2014-07-11T13:42:37Z,2025-07-01T08:13:45Z,Creative Commons Zero v1.0 Universal,
free-programming-books,EbookFoundation,Python,361681,63658,https://github.com/EbookFoundation/free-programming-books,39,361681,2013-10-11T06:50:37Z,2025-07-01T07:53:13Z,Creative Commons Attribution 4.0 International,https://ebookfoundation.github.io/free-programming-books/
public-apis,public-apis,Python,354172,37157,https://github.com/public-apis/public-apis,502,354172,2016-03-20T23:49:42Z,2025-07-01T08:13:46Z,MIT License,https://APILayer.com/?utm_source=Github&utm_medium=Referral&utm_campaign=Public-apis-repo
developer-roadmap,kamranahmedse,TypeScript,329685,42245,https://github.com/kamranahmedse/developer-roadmap,249,329685,2017-03-15T13:45:52Z,2025-07-01T08:11:36Z,Other,https://roadmap.sh
coding-interview-university,jwasham,,321672,79418,https://github.com/jwasham/coding-interview-university,73,321672,2016-06-06T02:34:12Z,2025-07-01T08:14:01Z,Creative Commons Attribution Share Alike 4.0 International,
system-design-primer,donnemartin,Python,309270,50930,https://github.com/donnemartin/system-design-primer,502,309270,2017-02-26T16:15:28Z,2025-07-01T08:13:07Z,Other,
996.ICU,996icu,,273318,21095,https://github.com/996icu/996.ICU,16704,273318,2019-03-26T07:31:14Z,2025-07-01T07:29:05Z,Other,https://996.icu
awesome-python,vinta,Python,248477,25880,https://github.com/vinta/awesome-python,491,248477,2014-06-27T21:00:06Z,2025-07-01T08:10:59Z,Other,https://awesome-python.com/
react,facebook,JavaScript,236863,48813,https://github.com/facebook/react,1000,236863,2013-05-24T16:15:54Z,2025-07-01T08:02:55Z,MIT License,https://github.com/EricCH97
awesome-selfhosted,awesome-selfhosted,,234520,10895,https://github.com/awesome-selfhosted/awesome-selfhosted,0,234520,2015-06-01T02:33:17Z,2025-07-01T08:11:54Z,Other,https://awesome-selfhosted.net/
project-based-learning,practical-tutorials,,233511,30542,https://github.com/practical-tutorials/project-based-learning,230,233511,2017-04-12T05:07:46Z,2025-07-01T08:08:53Z,MIT License,
vue,vuejs,TypeScript,209059,33748,https://github.com/vuejs/vue,601,209059,2013-07-29T03:24:51Z,2025-07-01T07:35:47Z,MIT License,http://v2.vuejs.org
Python,TheAlgorithms,Python,202274,46968,https://github.com/TheAlgorithms/Python,404,202274,2016-07-16T09:44:01Z,2025-07-01T07:25:07Z,MIT License,https://thealgorithms.github.io/Python/
linux,torvalds,C,196713,56762,https://github.com/torvalds/linux,477,196713,2011-09-04T22:48:12Z,2025-07-01T08:05:26Z,Other,
javascript-algorithms,trekhleb,JavaScript,191626,30692,https://github.com/trekhleb/javascript-algorithms,365,191626,2018-03-24T07:47:04Z,2025-07-01T07:01:53Z,MIT License,
tensorflow,tensorflow,C++,190531,74732,https://github.com/tensorflow/tensorflow,1370,190531,2015-11-07T01:19:20Z,2025-07-01T08:06:51Z,Apache License 2.0,https://tensorflow.org
computer-science,ossu,HTML,187299,23400,https://github.com/ossu/computer-science,13,187299,2014-05-04T00:18:39Z,2025-07-01T08:11:13Z,MIT License,
You-Dont-Know-JS,getify,,182506,33647,https://github.com/getify/You-Dont-Know-JS,125,182506,2013-11-16T02:37:24Z,2025-07-01T07:37:32Z,Other,
CS-Notes,CyC2018,,180761,51173,https://github.com/CyC2018/CS-Notes,189,180761,2018-02-13T14:56:24Z,2025-07-01T07:34:36Z,,http://cyc2018.xyz
ohmyzsh,ohmyzsh,Shell,179582,26123,https://github.com/ohmyzsh/ohmyzsh,499,179582,2009-08-28T18:15:37Z,2025-07-01T07:25:03Z,MIT License,https://ohmyz.sh
AutoGPT,Significant-Gravitas,Python,176540,45838,https://github.com/Significant-Gravitas/AutoGPT,199,176540,2023-03-16T09:21:07Z,2025-07-01T08:13:51Z,Other,https://agpt.co
the-book-of-secret-knowledge,trimstray,,174864,10895,https://github.com/trimstray/the-book-of-secret-knowledge,94,174864,2018-06-23T10:43:14Z,2025-07-01T08:11:21Z,MIT License,
vscode,microsoft,TypeScript,174041,33394,https://github.com/microsoft/vscode,11189,174041,2015-09-03T20:23:38Z,2025-07-01T07:26:18Z,MIT License,https://code.visualstudio.com
bootstrap,twbs,MDX,172464,79125,https://github.com/twbs/bootstrap,549,172464,2011-07-29T21:19:00Z,2025-07-01T06:52:51Z,MIT License,https://getbootstrap.com
flutter,flutter,Dart,171233,28800,https://github.com/flutter/flutter,12623,171233,2015-03-06T22:54:58Z,2025-07-01T07:58:54Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://flutter.dev
Python-100-Days,jackfrued,Jupyter Notebook,168505,54073,https://github.com/jackfrued/Python-100-Days,728,168505,2018-03-01T16:05:52Z,2025-07-01T08:05:14Z,,
gitignore,github,,167606,83042,https://github.com/github/gitignore,314,167606,2010-11-08T20:17:14Z,2025-07-01T07:55:22Z,Creative Commons Zero v1.0 Universal,
the-art-of-command-line,jlevy,,156734,14690,https://github.com/jlevy/the-art-of-command-line,249,156734,2015-05-20T15:11:03Z,2025-07-01T07:50:26Z,,
stable-diffusion-webui,AUTOMATIC1111,Python,154024,28619,https://github.com/AUTOMATIC1111/stable-diffusion-webui,2409,154024,2022-08-22T14:05:26Z,2025-07-01T08:04:50Z,GNU Affero General Public License v3.0,
JavaGuide,Snailclimb,Java,150543,45896,https://github.com/Snailclimb/JavaGuide,72,150543,2018-05-07T13:27:00Z,2025-07-01T08:04:46Z,Apache License 2.0,https://javaguide.cn
javascript,airbnb,JavaScript,146994,26768,https://github.com/airbnb/javascript,172,146994,2012-11-01T23:13:50Z,2025-07-01T08:11:09Z,MIT License,
awesome-go,avelino,Go,146473,12380,https://github.com/avelino/awesome-go,122,146473,2014-07-06T13:42:15Z,2025-07-01T07:45:53Z,MIT License,https://awesome-go.com
transformers,huggingface,Python,146260,29496,https://github.com/huggingface/transformers,1861,146260,2018-10-29T13:56:00Z,2025-07-01T07:48:27Z,Apache License 2.0,https://huggingface.co/transformers
ollama,ollama,Go,145203,12254,https://github.com/ollama/ollama,1905,145203,2023-06-26T19:39:32Z,2025-07-01T07:59:14Z,MIT License,https://ollama.com
Microsoft-Activation-Scripts,massgravel,Batchfile,140062,13580,https://github.com/massgravel/Microsoft-Activation-Scripts,2,140062,2020-01-12T23:03:34Z,2025-07-01T08:16:10Z,GNU General Public License v3.0,https://massgrave.dev
youtube-dl,ytdl-org,Python,136295,10386,https://github.com/ytdl-org/youtube-dl,4143,136295,2010-10-31T14:35:07Z,2025-07-01T03:53:54Z,The Unlicense,http://ytdl-org.github.io/youtube-dl/
next.js,vercel,JavaScript,132836,28715,https://github.com/vercel/next.js,3233,132836,2016-10-05T23:32:51Z,2025-07-01T08:02:58Z,MIT License,https://nextjs.org
awesome-chatgpt-prompts,f,JavaScript,129914,17220,https://github.com/f/awesome-chatgpt-prompts,275,129914,2022-12-05T13:54:13Z,2025-07-01T08:16:08Z,Creative Commons Zero v1.0 Universal,https://prompts.chat
go,golang,Go,128641,18225,https://github.com/golang/go,9362,128641,2014-08-19T04:33:40Z,2025-07-01T07:55:49Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://go.dev
fucking-algorithm,labuladong,Markdown,128398,23396,https://github.com/labuladong/fucking-algorithm,41,128398,2020-02-19T09:01:23Z,2025-07-01T08:06:29Z,,https://labuladong.online/algo/
tech-interview-handbook,yangshun,TypeScript,127248,15508,https://github.com/yangshun/tech-interview-handbook,53,127248,2016-07-05T05:00:48Z,2025-07-01T07:34:12Z,MIT License,https://www.techinterviewhandbook.org
scrcpy,Genymobile,C,124450,11650,https://github.com/Genymobile/scrcpy,2445,124450,2017-11-21T18:00:27Z,2025-07-01T07:56:48Z,Apache License 2.0,
30-seconds-of-code,Chalarangelo,JavaScript,124320,12229,https://github.com/Chalarangelo/30-seconds-of-code,0,124320,2017-11-29T17:35:03Z,2025-07-01T04:33:49Z,Creative Commons Attribution 4.0 International,https://30secondsofcode.org/
react-native,facebook,C++,122874,24727,https://github.com/facebook/react-native,983,122874,2015-01-09T18:10:16Z,2025-07-01T07:10:36Z,MIT License,https://reactnative.dev
PowerToys,microsoft,C#,120385,7132,https://github.com/microsoft/PowerToys,6836,120385,2019-05-01T17:44:02Z,2025-07-01T07:53:38Z,MIT License,
HelloGitHub,521xueweihan,Python,119898,10497,https://github.com/521xueweihan/HelloGitHub,202,119898,2016-05-04T06:24:11Z,2025-07-01T08:16:07Z,,https://hellogithub.com
electron,electron,C++,117293,16178,https://github.com/electron/electron,858,117293,2013-04-12T01:47:36Z,2025-07-01T08:13:45Z,MIT License,https://electronjs.org
yt-dlp,yt-dlp,Python,117140,9264,https://github.com/yt-dlp/yt-dlp,1953,117140,2020-10-26T04:22:55Z,2025-07-01T08:14:03Z,The Unlicense,https://discord.gg/H5MNcFW63r
kubernetes,kubernetes,Go,116056,40868,https://github.com/kubernetes/kubernetes,2602,116056,2014-06-06T22:56:04Z,2025-07-01T07:25:32Z,Apache License 2.0,https://kubernetes.io
free-programming-books-zh_CN,justjavac,,114483,28345,https://github.com/justjavac/free-programming-books-zh_CN,31,114483,2013-11-04T01:59:19Z,2025-07-01T07:32:19Z,GNU General Public License v3.0,http://weibo.com/justjavac
hello-algo,krahets,Java,113913,14124,https://github.com/krahets/hello-algo,30,113913,2022-11-04T11:08:34Z,2025-07-01T08:03:08Z,Other,https://www.hello-algo.com
n8n,n8n-io,TypeScript,113771,33305,https://github.com/n8n-io/n8n,1063,113771,2019-06-22T09:24:21Z,2025-07-01T08:13:50Z,Other,https://n8n.io
node,nodejs,JavaScript,112001,31984,https://github.com/nodejs/node,2250,112001,2014-11-26T19:57:11Z,2025-07-01T08:09:15Z,Other,https://nodejs.org
d3,d3,Shell,110973,22854,https://github.com/d3/d3,21,110973,2010-09-27T17:22:42Z,2025-07-01T08:16:02Z,ISC License,https://d3js.org
langchain,langchain-ai,Jupyter Notebook,110503,17963,https://github.com/langchain-ai/langchain,280,110503,2022-10-17T02:58:36Z,2025-07-01T08:14:37Z,MIT License,https://python.langchain.com
axios,axios,JavaScript,107146,11151,https://github.com/axios/axios,685,107146,2014-08-18T22:30:27Z,2025-07-01T07:33:06Z,MIT License,https://axios-http.com
three.js,mrdoob,JavaScript,106933,35832,https://github.com/mrdoob/three.js,567,106933,2010-03-23T18:58:01Z,2025-07-01T06:35:47Z,MIT License,https://threejs.org/
dify,langgenius,TypeScript,105264,15883,https://github.com/langgenius/dify,798,105264,2023-04-12T07:40:24Z,2025-07-01T08:12:33Z,Other,https://dify.ai
TypeScript,microsoft,TypeScript,105105,12900,https://github.com/microsoft/TypeScript,6057,105105,2014-06-17T15:28:39Z,2025-07-01T06:32:56Z,Apache License 2.0,https://www.typescriptlang.org
rust,rust-lang,Rust,104717,13483,https://github.com/rust-lang/rust,11276,104717,2010-06-16T20:39:03Z,2025-07-01T07:54:25Z,Other,https://www.rust-lang.org
deno,denoland,Rust,103464,5637,https://github.com/denoland/deno,2254,103464,2018-05-15T01:34:26Z,2025-07-01T08:07:46Z,MIT License,https://deno.com
create-react-app,facebook,JavaScript,103336,27036,https://github.com/facebook/create-react-app,2324,103336,2016-07-17T14:55:11Z,2025-07-01T06:45:32Z,MIT License,https://create-react-app.dev
nodebestpractices,goldbergyoni,Dockerfile,103185,10477,https://github.com/goldbergyoni/nodebestpractices,81,103185,2017-09-15T08:33:19Z,2025-07-01T08:10:56Z,Creative Commons Attribution Share Alike 4.0 International,https://twitter.com/nodepractices/
excalidraw,excalidraw,TypeScript,102824,10159,https://github.com/excalidraw/excalidraw,2210,102824,2020-01-02T01:04:43Z,2025-07-01T08:12:05Z,MIT License,https://excalidraw.com
free-for-dev,ripienaar,HTML,101939,10835,https://github.com/ripienaar/free-for-dev,15,101939,2015-03-18T21:06:26Z,2025-07-01T08:10:01Z,,https://free-for.dev/
open-webui,open-webui,JavaScript,100791,13392,https://github.com/open-webui/open-webui,249,100791,2023-10-06T22:08:27Z,2025-07-01T08:07:58Z,Other,https://openwebui.com
GitHub-Chinese-Top-Charts,GrowingGit,Java,99821,13106,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,187,99821,2019-09-05T03:01:56Z,2025-07-01T08:14:53Z,Other,
terminal,microsoft,C++,98769,8632,https://github.com/microsoft/terminal,1665,98769,2017-08-11T18:38:22Z,2025-07-01T08:06:23Z,MIT License,
godot,godotengine,C++,98489,22715,https://github.com/godotengine/godot,15608,98489,2014-01-04T16:05:36Z,2025-07-01T07:32:15Z,MIT License,https://godotengine.org
angular,angular,TypeScript,98244,26369,https://github.com/angular/angular,1554,98244,2014-09-18T16:12:01Z,2025-07-01T08:11:56Z,MIT License,https://angular.dev
DeepSeek-V3,deepseek-ai,Python,97930,15936,https://github.com/deepseek-ai/DeepSeek-V3,81,97930,2024-12-26T09:52:40Z,2025-07-01T07:36:00Z,MIT License,
material-ui,mui,TypeScript,96016,32580,https://github.com/mui/material-ui,1762,96016,2014-08-18T19:11:54Z,2025-07-01T08:01:23Z,MIT License,https://mui.com/material-ui/
frp,fatedier,Go,95645,14169,https://github.com/fatedier/frp,59,95645,2015-12-21T15:24:59Z,2025-07-01T08:13:14Z,Apache License 2.0,
ant-design,ant-design,TypeScript,95250,52828,https://github.com/ant-design/ant-design,1253,95250,2015-04-24T15:37:24Z,2025-07-01T07:45:18Z,MIT License,https://ant.design
papers-we-love,papers-we-love,Shell,95176,6009,https://github.com/papers-we-love/papers-we-love,1,95176,2013-12-15T14:31:41Z,2025-07-01T07:03:09Z,,http://paperswelove.org/
iptv,iptv-org,TypeScript,95005,3683,https://github.com/iptv-org/iptv,377,95005,2018-11-14T22:00:57Z,2025-07-01T08:11:25Z,The Unlicense,https://iptv-org.github.io
Awesome-Hacking,Hack-with-Github,,94278,9368,https://github.com/Hack-with-Github/Awesome-Hacking,25,94278,2016-03-30T15:47:10Z,2025-07-01T07:15:01Z,Creative Commons Zero v1.0 Universal,
tauri,tauri-apps,Rust,94082,2922,https://github.com/tauri-apps/tauri,1146,94082,2019-07-13T09:09:37Z,2025-07-01T08:13:48Z,Apache License 2.0,https://tauri.app
clean-code-javascript,ryanmcdermott,JavaScript,93150,12443,https://github.com/ryanmcdermott/clean-code-javascript,109,93150,2016-11-25T22:25:41Z,2025-07-01T08:14:07Z,MIT License,
thefuck,nvbn,Python,92614,3720,https://github.com/nvbn/thefuck,383,92614,2015-04-08T15:08:04Z,2025-07-01T07:49:43Z,MIT License,
java-design-patterns,iluwatar,Java,92149,27062,https://github.com/iluwatar/java-design-patterns,148,92149,2014-08-09T16:45:18Z,2025-07-01T03:56:52Z,Other,https://java-design-patterns.com
rustdesk,rustdesk,Rust,91806,13316,https://github.com/rustdesk/rustdesk,64,91806,2020-09-28T15:36:08Z,2025-07-01T08:12:25Z,GNU Affero General Public License v3.0,https://rustdesk.com
pytorch,pytorch,Python,91137,24556,https://github.com/pytorch/pytorch,16545,91137,2016-08-13T05:26:41Z,2025-07-01T07:27:18Z,Other,https://pytorch.org
puppeteer,puppeteer,TypeScript,91036,9221,https://github.com/puppeteer/puppeteer,272,91036,2017-05-09T22:16:13Z,2025-07-01T07:07:36Z,Apache License 2.0,https://pptr.dev
neovim,neovim,Vim Script,90715,6150,https://github.com/neovim/neovim,1963,90715,2014-01-31T13:39:22Z,2025-07-01T08:15:17Z,Other,https://neovim.io
HowToCook,Anduin2017,Dockerfile,90485,10319,https://github.com/Anduin2017/HowToCook,435,90485,2020-02-29T10:43:49Z,2025-07-01T08:12:35Z,The Unlicense,https://cook.aiursoft.cn
DeepSeek-R1,deepseek-ai,,90327,11657,https://github.com/deepseek-ai/DeepSeek-R1,89,90327,2025-01-20T11:57:28Z,2025-07-01T07:13:28Z,MIT License,
ui,shadcn-ui,TypeScript,90023,6213,https://github.com/shadcn-ui/ui,1735,90023,2023-01-04T12:43:27Z,2025-07-01T08:06:32Z,MIT License,https://ui.shadcn.com
Web-Dev-For-Beginners,microsoft,JavaScript,89946,13579,https://github.com/microsoft/Web-Dev-For-Beginners,146,89946,2020-11-10T02:44:00Z,2025-07-01T08:08:49Z,MIT License,https://microsoft.github.io/Web-Dev-For-Beginners/
vue-element-admin,PanJiaChen,Vue,89567,30623,https://github.com/PanJiaChen/vue-element-admin,1362,89567,2017-04-17T03:35:49Z,2025-07-01T07:33:23Z,MIT License,
tailwindcss,tailwindlabs,TypeScript,88692,4606,https://github.com/tailwindlabs/tailwindcss,85,88692,2017-10-06T14:59:14Z,2025-07-01T08:10:28Z,MIT License,https://tailwindcss.com/
every-programmer-should-know,mtdvio,,87416,8036,https://github.com/mtdvio/every-programmer-should-know,55,87416,2017-08-24T13:18:26Z,2025-07-01T06:44:00Z,Creative Commons Attribution 4.0 International,
generative-ai-for-beginners,microsoft,Jupyter Notebook,87186,45731,https://github.com/microsoft/generative-ai-for-beginners,16,87186,2023-06-19T16:28:59Z,2025-07-01T08:16:14Z,MIT License,https://microsoft.github.io/generative-ai-for-beginners/
storybook,storybookjs,TypeScript,87096,9595,https://github.com/storybookjs/storybook,2149,87096,2016-03-18T04:23:44Z,2025-07-01T08:10:33Z,MIT License,https://storybook.js.org
fastapi,fastapi,Python,86789,7544,https://github.com/fastapi/fastapi,335,86789,2018-12-08T08:21:47Z,2025-07-01T07:46:43Z,MIT License,https://fastapi.tiangolo.com/
nvm,nvm-sh,Shell,85542,8978,https://github.com/nvm-sh/nvm,355,85542,2010-04-15T17:47:47Z,2025-07-01T07:56:19Z,MIT License,
supabase,supabase,TypeScript,85098,9072,https://github.com/supabase/supabase,707,85098,2019-10-12T05:56:49Z,2025-07-01T08:11:27Z,Apache License 2.0,https://supabase.com
bitcoin,bitcoin,C++,84370,37450,https://github.com/bitcoin/bitcoin,754,84370,2010-12-19T15:16:43Z,2025-07-01T08:06:58Z,MIT License,https://bitcoincore.org/en/download
awesome-mac,jaywcjlove,JavaScript,84282,6574,https://github.com/jaywcjlove/awesome-mac,156,84282,2016-07-17T15:33:47Z,2025-07-01T07:01:34Z,Creative Commons Zero v1.0 Universal,https://git.io/macx
whisper,openai,Python,84180,10248,https://github.com/openai/whisper,83,84180,2022-09-16T20:02:54Z,2025-07-01T08:12:55Z,MIT License,
django,django,Python,84062,32698,https://github.com/django/django,352,84062,2012-04-28T02:47:18Z,2025-07-01T07:57:40Z,"BSD 3-Clause ""New"" or ""Revised"" License",https://www.djangoproject.com/
NextChat,ChatGPTNextWeb,TypeScript,83981,61078,https://github.com/ChatGPTNextWeb/NextChat,740,83981,2023-03-10T18:27:54Z,2025-07-01T07:42:49Z,MIT License,https://nextchat.club/download
app-ideas,florinpop17,,83850,9726,https://github.com/florinpop17/app-ideas,475,83850,2019-02-25T18:36:56Z,2025-07-01T06:52:54Z,MIT License,https://iCodeThis.com/?ref=app-ideas
svelte,sveltejs,JavaScript,83260,4559,https://github.com/sveltejs/svelte,812,83260,2016-11-20T18:13:05Z,2025-07-01T03:39:13Z,MIT License,https://svelte.dev
gin,gin-gonic,Go,82953,8246,https://github.com/gin-gonic/gin,854,82953,2014-06-16T23:57:25Z,2025-07-01T08:05:29Z,MIT License,https://gin-gonic.com/
opencv,opencv,C++,82840,56210,https://github.com/opencv/opencv,2728,82840,2012-07-19T09:40:17Z,2025-07-01T08:09:06Z,Apache License 2.0,https://opencv.org
llama.cpp,ggml-org,C++,82411,12224,https://github.com/ggml-org/llama.cpp,788,82411,2023-03-10T18:58:00Z,2025-07-01T08:15:38Z,MIT License,
v2rayN,2dust,C#,82259,12859,https://github.com/2dust/v2rayN,9,82259,2019-07-30T03:47:24Z,2025-07-01T07:49:45Z,GNU General Public License v3.0,https://v2rayn.2dust.link
hugo,gohugoio,Go,81892,7919,https://github.com/gohugoio/hugo,468,81892,2013-07-04T15:26:26Z,2025-07-01T08:01:06Z,Apache License 2.0,https://gohugo.io
animate.css,animate-css,CSS,81858,16192,https://github.com/animate-css/animate.css,59,81858,2011-10-12T10:07:38Z,2025-07-01T07:47:15Z,Other,https://animate.style/
realworld,gothinkster,Python,81790,7452,https://github.com/gothinkster/realworld,69,81790,2016-02-26T20:49:53Z,2025-07-01T02:09:04Z,MIT License,https://realworld-docs.netlify.app/
laravel,laravel,Blade,81365,24405,https://github.com/laravel/laravel,31,81365,2011-06-08T03:06:08Z,2025-07-01T03:51:09Z,,https://laravel.com
ComfyUI,comfyanonymous,Python,81221,9002,https://github.com/comfyanonymous/ComfyUI,2558,81221,2023-01-17T03:15:56Z,2025-07-01T08:15:31Z,GNU General Public License v3.0,https://www.comfy.org/
mermaid,mermaid-js,TypeScript,80857,7724,https://github.com/mermaid-js/mermaid,1399,80857,2014-11-01T23:52:32Z,2025-07-01T07:21:43Z,MIT License,https://mermaid.js.org
mall,macrozheng,Java,80851,29350,https://github.com/macrozheng/mall,16,80851,2018-04-04T01:11:44Z,2025-07-01T07:34:21Z,Apache License 2.0,https://www.macrozheng.com/admin/
langflow,langflow-ai,Python,80318,6965,https://github.com/langflow-ai/langflow,778,80318,2023-02-08T22:28:03Z,2025-07-01T08:13:46Z,MIT License,http://www.langflow.org
core,home-assistant,Python,79892,34189,https://github.com/home-assistant/core,3077,79892,2013-09-17T07:29:48Z,2025-07-01T08:15:54Z,Apache License 2.0,https://www.home-assistant.io
FiraCode,tonsky,Clojure,79312,3150,https://github.com/tonsky/FiraCode,414,79312,2014-11-11T19:32:38Z,2025-07-01T08:13:45Z,SIL Open Font License 1.1,
bun,oven-sh,Zig,78862,3175,https://github.com/oven-sh/bun,4935,78862,2021-04-14T00:48:17Z,2025-07-01T08:11:35Z,Other,https://bun.sh
manim,3b1b,Python,78600,6769,https://github.com/3b1b/manim,449,78600,2015-03-22T18:50:58Z,2025-07-01T07:57:17Z,MIT License,
advanced-java,doocs,Java,77895,19231,https://github.com/doocs/advanced-java,1,77895,2018-10-06T11:38:30Z,2025-07-01T07:03:45Z,Creative Commons Attribution Share Alike 4.0 International,https://java.doocs.org
spring-boot,spring-projects,Java,77602,41255,https://github.com/spring-projects/spring-boot,664,77602,2012-10-19T15:02:57Z,2025-07-01T06:50:32Z,Apache License 2.0,https://spring.io/projects/spring-boot
models,tensorflow,Python,77602,45568,https://github.com/tensorflow/models,1257,77602,2016-02-05T01:15:20Z,2025-07-01T03:29:42Z,Other,
devops-exercises,bregman-arie,Python,76972,17276,https://github.com/bregman-arie/devops-exercises,44,76972,2019-10-03T17:31:21Z,2025-07-01T07:45:12Z,Other,
LeetCodeAnimation,MisterBooo,Java,76239,14012,https://github.com/MisterBooo/LeetCodeAnimation,22,76239,2018-12-06T08:01:22Z,2025-07-01T03:40:09Z,,
awesome-interview-questions,DopplerHQ,,75639,9113,https://github.com/DopplerHQ/awesome-interview-questions,50,75639,2015-11-28T09:48:17Z,2025-07-01T08:13:46Z,,https://doppler.com
Font-Awesome,FortAwesome,JavaScript,75395,12217,https://github.com/FortAwesome/Font-Awesome,4131,75395,2012-02-17T14:19:43Z,2025-07-01T06:09:34Z,Other,https://fontawesome.com
awesome-for-beginners,MunGell,,75059,7282,https://github.com/MunGell/awesome-for-beginners,15,75059,2015-10-24T19:53:36Z,2025-07-01T07:24:38Z,,
netdata,netdata,C,74936,6075,https://github.com/netdata/netdata,231,74936,2013-06-17T18:39:10Z,2025-07-01T08:04:01Z,GNU General Public License v3.0,https://www.netdata.cloud
json-server,typicode,JavaScript,74533,7186,https://github.com/typicode/json-server,717,74533,2013-11-27T13:21:13Z,2025-07-01T06:39:56Z,Other,
funNLP,fighting41love,Python,74468,14900,https://github.com/fighting41love/funNLP,39,74468,2018-08-21T11:20:39Z,2025-07-01T08:06:40Z,,https://zhuanlan.zhihu.com/yangyangfuture
playwright,microsoft,TypeScript,74263,4292,https://github.com/microsoft/playwright,851,74263,2019-11-15T18:32:42Z,2025-07-01T08:15:20Z,Apache License 2.0,https://playwright.dev
github-readme-stats,anuraghazra,JavaScript,74111,25175,https://github.com/anuraghazra/github-readme-stats,426,74111,2020-07-09T10:34:22Z,2025-07-01T07:28:31Z,MIT License,https://github-readme-stats.vercel.app
vite,vitejs,TypeScript,73889,6895,https://github.com/vitejs/vite,632,73889,2020-04-21T05:03:57Z,2025-07-01T08:01:00Z,MIT License,http://vite.dev
gpt4all,nomic-ai,C++,73721,8056,https://github.com/nomic-ai/gpt4all,719,73721,2023-03-27T18:49:32Z,2025-07-01T07:02:20Z,MIT License,https://nomic.ai/gpt4all
system-design-101,ByteByteGoHq,,73653,7871,https://github.com/ByteByteGoHq/system-design-101,47,73653,2023-09-18T20:52:03Z,2025-07-01T08:11:52Z,Other,https://bytebytego.com/guides
ML-For-Beginners,microsoft,HTML,73367,16114,https://github.com/microsoft/ML-For-Beginners,15,73367,2021-03-03T01:34:05Z,2025-07-01T07:26:48Z,MIT License,https://microsoft.github.io/ML-For-Beginners/
syncthing,syncthing,Go,73178,4646,https://github.com/syncthing/syncthing,339,73178,2013-11-26T09:48:21Z,2025-07-01T07:40:41Z,Mozilla Public License 2.0,https://syncthing.net/
elasticsearch,elastic,Java,73088,25310,https://github.com/elastic/elasticsearch,5242,73088,2010-02-08T13:20:56Z,2025-07-01T07:17:56Z,Other,https://www.elastic.co/products/elasticsearch
awesome-vue,vuejs,,73034,9473,https://github.com/vuejs/awesome-vue,58,73034,2015-10-20T00:16:14Z,2025-07-01T08:13:46Z,MIT License,
hoppscotch,hoppscotch,TypeScript,72586,5018,https://github.com/hoppscotch/hoppscotch,528,72586,2019-08-21T13:15:24Z,2025-07-01T07:46:05Z,MIT License,https://hoppscotch.io
code-server,coder,TypeScript,72501,6062,https://github.com/coder/code-server,136,72501,2019-02-27T16:50:41Z,2025-07-01T07:35:52Z,MIT License,https://coder.com
nest,nestjs,TypeScript,71586,7934,https://github.com/nestjs/nest,73,71586,2017-02-04T20:12:52Z,2025-07-01T08:16:00Z,MIT License,https://nestjs.com
Deep-Live-Cam,hacksider,Python,71437,10214,https://github.com/hacksider/Deep-Live-Cam,112,71437,2023-09-24T13:19:31Z,2025-07-01T08:12:50Z,GNU Affero General Public License v3.0,https://deeplivecam.net/
fzf,junegunn,Go,71426,2533,https://github.com/junegunn/fzf,291,71426,2013-10-23T16:04:23Z,2025-07-01T07:56:37Z,MIT License,https://junegunn.github.io/fzf/
uptime-kuma,louislam,JavaScript,71366,6305,https://github.com/louislam/uptime-kuma,782,71366,2021-07-03T01:02:42Z,2025-07-01T07:38:17Z,MIT License,https://uptime.kuma.pet
stable-diffusion,CompVis,Jupyter Notebook,71039,10468,https://github.com/CompVis/stable-diffusion,605,71039,2022-08-10T14:36:44Z,2025-07-01T05:50:18Z,Other,https://ommer-lab.com/research/latent-diffusion-models/
Best-websites-a-programmer-should-visit,sdmg15,,70726,8243,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,923,70726,2017-03-05T20:25:17Z,2025-07-01T08:13:27Z,MIT License,
Front-End-Checklist,thedaviddias,,70302,6506,https://github.com/thedaviddias/Front-End-Checklist,1,70302,2017-10-16T10:12:36Z,2025-06-30T23:58:50Z,Creative Commons Zero v1.0 Universal,https://frontendchecklist.io
d2l-zh,d2l-ai,Python,70289,11700,https://github.com/d2l-ai/d2l-zh,109,70289,2017-08-23T04:40:24Z,2025-07-01T08:16:06Z,Apache License 2.0,http://zh.d2l.ai
